,income,gender,purchases,score,category,is_active,signup_year,last_login_days,target
40,520.6590694735969,male,32,0.108066739750072,unknown,0.0,2020.0,339,0
41,13202.15548361814,male,28,0.738651190015915,unknown,0.0,2019.0,202,1
42,13877.7608802271,unknown,33,0.917860322823485,B,1.0,2020.0,2,1
43,7493.430393288415,female,7,0.3685039182858985,D,1.0,2021.0,72,0
44,10409.090902454574,male,10,0.0618224965403417,unknown,0.0,2020.0,33,1
45,3733.872773036048,male,12,0.1560215073498171,B,0.0,2021.0,9,1
46,2365.911416635603,male,4,0.1023842111831284,B,0.0,2020.0,334,1
47,14988.397240037146,unknown,49,0.5923400367639144,D,0.0,2022.0,112,1
48,7574.97146956314,female,18,0.2822978283830116,A,1.0,2020.0,325,0
49,8442.044958240374,female,20,0.8974476373998481,B,0.0,2019.0,10,0
50,8353.305051504074,unknown,25,0.9301559973560124,D,1.0,2019.0,363,0
51,7935.885399083731,male,32,0.3327388340226259,B,1.0,2019.0,28,0
52,11775.200778595225,unknown,29,0.867305765420216,C,0.0,2021.0,366,0
53,3270.086840442753,unknown,21,0.9489958882203036,D,0.0,2021.0,359,0
54,15219.62943337267,female,4,0.9863635839972112,D,1.0,2022.0,157,1
55,8963.874888065411,unknown,18,0.8035933688473706,C,1.0,2021.0,78,0
56,5474.536746666072,male,8,0.1016865416566635,D,0.0,2022.0,257,1
57,10191.933489048954,female,38,0.7397290243395009,C,1.0,2018.0,140,0
58,8621.390305997304,female,11,0.8970397018001509,D,0.0,2019.0,345,0
59,3030.219664665582,unknown,45,0.1660569203039337,C,1.0,2019.0,372,1
60,7291.742025798386,unknown,47,0.9410674453462042,C,1.0,2022.0,235,0
61,15678.354414343914,unknown,26,0.1240093082251772,C,0.0,2019.0,148,0
62,10587.03586737284,unknown,49,0.1670336665042601,A,0.0,2020.0,276,1
63,17062.02742766751,unknown,41,0.0659554799736183,D,1.0,2022.0,297,1
64,6805.11599034734,unknown,20,0.1432152852745636,D,0.0,2019.0,70,0
65,8689.906500651865,male,37,0.7321239373829574,A,0.0,2019.0,122,0
66,11739.489513560711,unknown,34,0.2187663485100083,unknown,1.0,2022.0,87,1
67,12718.596747583151,unknown,31,0.561654145365961,B,0.0,2018.0,334,0
68,13244.459826038345,unknown,35,0.7210812763413564,C,1.0,2018.0,67,1
69,6004.857014049359,female,32,0.8952776943481349,C,0.0,2018.0,22,1
70,6131.443883542321,unknown,42,0.5899268687668056,B,1.0,2020.0,175,1
71,8400.608778307706,male,16,0.5697173932985962,C,0.0,2018.0,344,1
72,16664.080888385186,unknown,4,0.9128230450206024,C,1.0,2020.0,14,1
73,5496.925674558087,male,43,0.2949048816999269,A,0.0,2019.0,300,0
74,13284.36061490434,female,22,0.8727959651265886,A,0.0,2020.0,257,1
75,13043.59419136969,female,38,0.0745229607070694,A,0.0,2019.0,367,1
76,12499.382655180638,unknown,3,0.1896821159447294,D,1.0,2021.0,101,1
77,10363.79611350686,female,25,0.4112530479513762,C,1.0,2018.0,264,1
78,5206.898703026188,male,29,0.3612505793832864,B,0.0,2021.0,150,0
79,6891.50831994039,male,47,0.7060920063907306,C,0.0,2022.0,140,1
80,15069.205791680277,unknown,46,0.0918069182964774,D,0.0,2020.0,324,0
81,13481.367999650836,unknown,45,0.4771578171983914,D,1.0,2020.0,16,0
82,3992.5679150104015,unknown,28,0.8085549298754378,C,1.0,2021.0,277,0
83,13912.5593336717,female,33,0.6833435371697973,C,1.0,2022.0,159,0
84,10242.23854921152,female,19,0.239359865225859,D,1.0,2019.0,369,0
85,11918.265313058231,male,23,0.3936327237367933,C,0.0,2018.0,186,1
86,14551.68333509294,unknown,33,0.1807235006429322,B,0.0,2018.0,21,0
87,6869.276217269191,unknown,36,0.5089250538186798,B,0.0,2020.0,398,1
88,20483.19012079666,unknown,12,0.5841682809486871,A,1.0,2019.0,381,0
89,15503.850903909395,female,22,0.631181146696609,A,0.0,2022.0,100,0
90,9844.714701168798,female,21,0.0618298193642088,B,1.0,2020.0,32,1
91,2978.7287560099976,female,13,0.5909707209762183,unknown,0.0,2022.0,208,1
92,19369.394955593285,male,24,0.5701228414854154,B,0.0,2018.0,374,0
93,15080.012080490576,unknown,17,0.0217041219459955,D,0.0,2019.0,74,0
94,16588.06118561015,male,19,0.1893090734158599,B,0.0,2019.0,358,0
95,10138.407236576615,unknown,27,0.8457447822750699,C,1.0,2020.0,336,1
96,8378.698617641676,unknown,7,0.5153918224347395,unknown,0.0,2019.0,231,1
97,6965.617584923759,female,4,0.4135589323071554,unknown,1.0,2019.0,214,1
98,13661.08573981063,male,20,0.9001752658700097,C,0.0,2018.0,129,1
99,7693.538141546781,male,19,0.0749520690396107,C,1.0,2019.0,280,0
100,9156.89380066882,female,43,0.9223103826334336,A,0.0,2019.0,86,1
101,12458.796070038625,male,15,0.0277833149672448,D,0.0,2019.0,21,1
102,7033.022574236476,male,19,0.5626702779632082,D,0.0,2019.0,180,1
103,14697.760437924357,male,24,0.5550911098687548,A,0.0,2019.0,260,0
104,9920.165149495657,unknown,6,0.6390682624733312,D,0.0,2021.0,82,1
105,3213.4630676681263,male,24,0.029626272886795,unknown,0.0,2019.0,189,0
106,6984.987945542523,unknown,35,0.5305188975921301,B,1.0,2021.0,116,1
107,5783.488689869278,unknown,39,0.1559791069352822,A,1.0,2019.0,91,0
108,14023.348692569283,male,15,0.2153548734966704,D,1.0,2022.0,263,0
109,10547.530465125576,male,3,0.6131770705436891,D,0.0,2021.0,209,0
110,9227.348642218987,male,9,0.3900886552892108,B,1.0,2019.0,290,0
111,21306.67367852473,unknown,47,0.0853374211544802,B,0.0,2019.0,322,1
112,4221.026906816555,unknown,30,0.2890132581361947,B,0.0,2022.0,399,1
113,6669.398777545976,unknown,11,0.0766213274918961,unknown,1.0,2020.0,316,1
114,9894.564689574663,female,19,0.664127478636259,A,0.0,2021.0,325,1
115,20870.872264225374,female,31,0.5574652312110355,A,0.0,2018.0,292,1
116,9905.044704434617,female,1,0.4076861665315806,A,0.0,2020.0,344,1
117,11234.138223499534,male,10,0.9276767888965324,unknown,0.0,2022.0,110,1
118,8488.74025186014,unknown,19,0.5187250887269649,C,0.0,2021.0,64,1
119,8767.821670135922,female,12,0.5790850466309576,unknown,1.0,2019.0,224,1
120,13128.95171994965,unknown,34,0.3767928930583959,A,1.0,2020.0,139,1
121,13483.842969184723,female,16,0.5389968752847891,unknown,0.0,2019.0,318,1
122,8946.526767273104,male,9,0.1518624109184273,unknown,0.0,2018.0,149,1
123,4935.339828567712,unknown,39,0.6747534225784977,C,0.0,2020.0,115,1
124,10421.064311615812,male,37,0.9821331800466178,B,0.0,2021.0,131,0
125,16309.54786789525,male,13,0.2474381151742616,A,1.0,2022.0,348,1
126,6280.027327993557,unknown,18,0.3231976478316187,unknown,1.0,2018.0,95,0
127,11502.626006769851,unknown,31,0.4060915016164832,B,0.0,2019.0,277,1
128,4574.168064943221,female,32,0.4834825924315631,D,0.0,2019.0,249,1
129,15851.646258863446,male,24,0.1366731383590658,D,1.0,2018.0,105,1
130,13111.900221921758,female,24,0.3024655424964468,unknown,0.0,2020.0,314,1
131,11570.343085172924,male,13,0.5386705050648336,unknown,1.0,2018.0,199,0
132,447.9796893873281,female,44,0.5895774046583214,C,0.0,2020.0,354,0
133,7511.982078534822,unknown,43,0.5366302213422235,A,0.0,2018.0,246,1
134,12730.663013890093,male,37,0.4354888955385587,B,1.0,2019.0,300,1
135,3479.2052143555447,female,35,0.711475057002065,D,1.0,2019.0,314,1
136,8407.515745411314,female,23,0.2044747236630316,B,0.0,2018.0,137,1
137,13449.941697786928,unknown,40,0.2827276751507069,C,0.0,2021.0,34,0
138,3199.875789948373,female,38,0.4444834844644162,D,0.0,2020.0,138,0
139,2443.2103587304146,female,38,0.6955029638068156,B,1.0,2018.0,330,1
140,3277.773476901192,male,12,0.0823508336862648,A,0.0,2019.0,333,0
141,7493.506620116939,unknown,33,0.7824083350258016,C,0.0,2019.0,179,1
142,13951.218819084015,male,14,0.2609549577744254,B,0.0,2020.0,80,1
143,10544.582733555766,unknown,47,0.9634867823467156,C,1.0,2018.0,183,0
144,18462.40623072118,male,1,0.9614049260916092,C,1.0,2020.0,189,1
145,4431.330107877933,male,24,0.6859449862317413,C,0.0,2018.0,228,0
146,11492.972672990942,unknown,4,0.7168732210673109,unknown,0.0,2021.0,50,1
147,12700.957146166133,unknown,38,0.1773309370770703,unknown,0.0,2019.0,244,0
148,10539.71150622778,unknown,4,0.5004556534821065,unknown,1.0,2019.0,284,1
149,5530.956292808287,unknown,42,0.7930162112492182,A,0.0,2020.0,26,1
150,9292.814892510058,unknown,7,0.7746781034227442,C,0.0,2019.0,378,1
151,10328.94134745243,unknown,48,0.8987706627998243,B,0.0,2018.0,171,0
152,7303.109770021487,female,13,0.9007981743673962,C,0.0,2019.0,180,1
153,13272.252467426097,unknown,28,0.2614854366570286,C,0.0,2018.0,253,1
154,5360.083224989884,unknown,29,0.7217205113769878,unknown,0.0,2020.0,186,1
155,19409.53851114924,unknown,36,0.651339937579549,B,1.0,2019.0,268,0
156,14291.606352820849,unknown,3,0.8858301746052077,A,1.0,2019.0,271,1
157,11569.335035740913,unknown,34,0.1834743931396169,D,0.0,2022.0,299,1
158,22803.91423613736,unknown,6,0.7397925765003259,A,1.0,2021.0,262,1
159,8608.155283480308,unknown,25,0.4233321105110593,B,0.0,2021.0,333,0
160,12751.191404039562,male,31,0.3944855171043629,A,0.0,2019.0,4,0
161,11002.062086196434,female,42,0.0357909819106662,unknown,0.0,2020.0,255,0
162,13588.60461943521,unknown,32,0.9614604152433822,B,1.0,2020.0,262,0
163,16732.52365179979,unknown,23,0.6757685421486537,D,0.0,2019.0,17,0
164,12470.272194751116,unknown,49,0.5907022921040811,D,0.0,2021.0,194,1
165,14688.072528918396,unknown,0,0.25116582062833,B,0.0,2018.0,396,1
166,7523.254043440338,unknown,28,0.658445402900277,A,1.0,2021.0,332,0
167,9072.324331912909,unknown,47,0.9456027918015356,D,0.0,2019.0,176,1
168,17372.294021183516,unknown,44,0.1632877555027931,B,1.0,2019.0,155,0
169,12685.85273588212,male,37,0.9838086177856292,B,0.0,2021.0,271,1
170,11117.45640186185,male,37,0.4274293407717954,B,1.0,2018.0,338,0
171,6610.401059124172,female,20,0.9782291189500214,C,0.0,2019.0,279,0
172,14349.682365107275,unknown,22,0.6338675573250938,A,0.0,2019.0,308,0
173,6483.405605578929,female,45,0.3241067862278152,B,0.0,2018.0,168,1
174,5157.253649034524,unknown,4,0.3744439724531515,B,1.0,2022.0,272,1
175,10517.165879630144,unknown,29,0.2905548271182724,C,0.0,2019.0,116,0
176,811.2164008791078,male,39,0.3347770411164446,unknown,1.0,2018.0,186,0
177,12749.845223669388,female,17,0.6465358657016368,C,0.0,2021.0,7,1
178,11696.248885335795,unknown,5,0.0166051057415372,B,0.0,2022.0,33,0
179,8412.383986138628,unknown,4,0.9676311587593184,A,0.0,2018.0,344,0
180,8820.468286479832,unknown,41,0.7685280549977632,C,1.0,2019.0,175,1
181,9463.055929001206,unknown,17,0.9410092950547376,B,0.0,2021.0,197,0
182,6448.926801036963,female,12,0.7175430606957452,A,0.0,2022.0,345,1
183,10830.576823742318,male,19,0.4810336585170709,C,0.0,2020.0,17,0
184,8877.722813265182,male,37,0.1897274555467095,D,0.0,2020.0,243,0
185,10506.034689798784,unknown,20,0.5163215475414458,A,0.0,2022.0,255,1
186,9299.221365993655,unknown,3,0.7116955497571892,B,0.0,2018.0,28,1
187,8413.620973789386,unknown,12,0.854182697316131,A,1.0,2018.0,98,1
188,11253.216805469368,unknown,17,0.3241310911793181,A,0.0,2019.0,291,0
189,13514.949293191798,unknown,12,0.5104807967433951,B,0.0,2018.0,26,1
190,7638.538846744463,unknown,12,0.6199808629150263,D,0.0,2018.0,103,0
191,11779.629812406807,unknown,38,0.5885928151136209,A,0.0,2020.0,63,1
192,12337.436847313858,female,36,0.0523727767773989,B,1.0,2020.0,262,0
193,4222.612530970433,unknown,34,0.4833938325426897,A,1.0,2018.0,177,1
194,14394.450138192136,male,37,0.8090313072396111,unknown,1.0,2021.0,153,1
195,19254.03098795195,unknown,39,0.8023038390415947,D,0.0,2020.0,110,0
196,9603.569392018544,unknown,26,0.5071421952334765,unknown,0.0,2019.0,110,1
197,9229.620660831866,female,25,0.9523563824024376,A,0.0,2019.0,263,0
198,9041.472272820936,female,11,0.8262302779289088,D,1.0,2019.0,244,0
199,12792.725896596869,unknown,1,0.737326905192646,B,1.0,2018.0,245,1
200,12298.503369924152,unknown,42,0.5156007789650536,unknown,0.0,2020.0,242,1
201,2842.024589556157,female,19,0.5906763448059532,D,0.0,2018.0,145,0
202,6102.455273946272,male,34,0.2232351827481997,D,0.0,2022.0,114,0
203,12282.907824512591,unknown,9,0.5324069357108697,A,1.0,2020.0,180,0
204,9347.40203554112,unknown,7,0.5260218124724652,unknown,0.0,2018.0,28,0
205,4752.469417422161,male,39,0.2027624635722905,B,0.0,2020.0,376,1
206,16751.170811296077,female,45,0.951148303091929,C,1.0,2021.0,292,0
207,6401.29030183909,unknown,35,0.2447521489334664,A,0.0,2022.0,15,0
208,10160.997048986175,male,30,0.1042224710401464,D,1.0,2018.0,2,1
209,9228.16399856962,unknown,14,0.4670092076313213,unknown,0.0,2022.0,243,0
210,5145.9003957224895,male,41,0.68607353791799,C,0.0,2018.0,278,1
211,10832.29660981195,unknown,17,0.1951518675582121,D,1.0,2022.0,311,1
212,11764.480975747389,unknown,14,0.1828915798149707,unknown,0.0,2022.0,267,1
213,7895.457856766675,unknown,18,0.2614703255881738,unknown,1.0,2019.0,32,0
214,8487.13481024733,male,23,0.3027173880442386,C,1.0,2018.0,40,0
215,12702.19169243176,unknown,34,0.2462000527822044,D,0.0,2020.0,397,1
216,1111.8778045147535,unknown,1,0.4706986554928931,C,0.0,2020.0,48,0
217,6197.482673885255,unknown,12,0.018263105122721,B,1.0,2020.0,111,0
218,10960.457034395706,female,44,0.087516694086534,A,0.0,2022.0,305,1
219,7629.675728544476,male,8,0.7293644723926,A,1.0,2021.0,281,0
220,7565.369213217467,unknown,34,0.4123399357926266,B,0.0,2020.0,201,0
221,14057.61645788276,female,1,0.3603171920258423,D,0.0,2019.0,299,1
222,7150.040730830431,female,45,0.0104447816673695,C,0.0,2022.0,196,0
223,18906.302130012205,unknown,15,0.2982178768525778,A,0.0,2019.0,114,0
224,2104.693399499868,unknown,45,0.8211863754087236,B,1.0,2019.0,150,1
225,46.02775050069249,male,35,0.3403672646902819,unknown,0.0,2020.0,138,1
226,5572.219332825784,unknown,15,0.3899589435430945,A,0.0,2022.0,224,1
227,5648.168852771526,male,7,0.4641289012845988,B,1.0,2018.0,62,0
228,14431.299732188543,unknown,0,0.8019094699754497,C,0.0,2022.0,133,0
229,7762.291362790926,unknown,17,0.9830243032524896,A,1.0,2019.0,172,1
230,14096.628171392073,female,40,0.3715968002613565,C,0.0,2019.0,379,0
231,7253.146257613933,female,25,0.1199361107017638,B,1.0,2018.0,270,0
232,7698.5988400971055,unknown,4,0.5917608615621865,A,0.0,2022.0,140,1
233,5860.844758583702,unknown,20,0.9594564697250004,C,0.0,2019.0,378,0
234,17787.70610890623,male,34,0.4139225155141535,C,0.0,2018.0,272,1
235,15024.079793619216,female,39,0.0908103980486789,D,0.0,2019.0,89,1
236,6730.11692680294,female,27,0.6509347319025415,C,0.0,2021.0,112,0
237,9197.217834335026,male,25,0.02111212552309,C,0.0,2022.0,202,1
238,16643.02059285076,female,31,0.4254182773683377,B,0.0,2019.0,363,1
239,5553.008132223152,male,47,0.4096466323595017,C,0.0,2022.0,98,1
240,5796.513834363602,female,49,0.2548190862993588,D,0.0,2019.0,69,1
241,12115.272125371845,female,43,0.9643090562840884,unknown,0.0,2020.0,358,1
242,20217.225521175493,female,43,0.4034084145899768,D,0.0,2021.0,179,0
243,5421.521096700994,female,41,0.8205361672715558,unknown,0.0,2018.0,18,1
244,11624.735538712152,unknown,40,0.4513952226603575,unknown,1.0,2018.0,268,1
245,8381.733796667975,female,35,0.991537186462786,D,1.0,2019.0,3,0
246,18399.812853820367,unknown,23,0.640029064525529,B,0.0,2022.0,5,0
247,17194.10879985909,female,32,0.1559470039385606,B,0.0,2022.0,362,0
248,20257.37531583113,female,4,0.0064308220921331,unknown,0.0,2019.0,250,1
249,6870.2981990616645,unknown,2,0.9289003666259286,D,0.0,2018.0,201,1
250,10159.741933326735,unknown,10,0.6868008302128517,B,1.0,2021.0,361,1
251,11688.251159458276,male,44,0.106290671006532,B,1.0,2020.0,246,1
252,10589.748398773314,unknown,21,0.2271486042681134,unknown,0.0,2018.0,68,1
253,14090.401163614732,unknown,10,0.8092303917375049,A,0.0,2019.0,182,0
254,7523.355125208231,male,37,0.6099226714037416,D,0.0,2022.0,171,1
255,6834.895931183385,male,21,0.1236599783381756,D,0.0,2021.0,183,0
256,6536.549007235601,male,3,0.0709491292503882,D,1.0,2020.0,350,0
257,3953.339268450906,unknown,38,0.4661180002538526,unknown,1.0,2019.0,127,0
258,13842.967901920829,unknown,2,0.936893458009052,unknown,0.0,2019.0,60,0
259,6824.492489233538,unknown,9,0.5646326962448932,D,1.0,2019.0,226,0
260,6350.017013880399,unknown,36,0.7591088655687628,B,0.0,2018.0,350,0
261,9952.227906028686,unknown,17,0.3840805947209499,C,1.0,2018.0,105,0
262,7635.113379527063,unknown,27,0.8222074993042553,D,0.0,2019.0,29,0
263,13647.829647997009,female,30,0.4633865494250503,D,0.0,2019.0,183,1
264,7455.492406416595,female,16,0.1415427075977641,unknown,1.0,2020.0,267,1
265,203.72062467724757,male,23,0.2745204912790744,unknown,0.0,2018.0,293,0
266,15999.59344917616,female,0,0.5613834115406873,C,0.0,2018.0,147,0
267,6273.120359398022,female,4,0.4025771375720974,unknown,1.0,2021.0,272,0
268,6764.706195151308,unknown,31,0.3663929103155919,unknown,0.0,2020.0,236,0
269,6784.583225598778,unknown,16,0.6687642296629291,B,1.0,2022.0,390,1
270,10268.204450385863,female,20,0.6363204058898986,A,0.0,2018.0,7,1
271,8765.908942571692,female,40,0.3140261097027187,B,0.0,2018.0,126,0
272,14446.320007861625,female,42,0.3594266048828204,D,0.0,2022.0,147,0
273,17403.012966296817,male,21,0.7520664439290609,B,0.0,2020.0,31,0
274,5778.966591857123,female,38,0.3242147498640184,B,1.0,2022.0,43,0
275,11975.762310941363,female,13,0.2652800198530112,C,0.0,2018.0,204,0
276,9476.375640568383,unknown,15,0.1415068995787888,C,1.0,2022.0,234,1
277,7748.148204057186,male,4,0.3771742254960821,D,1.0,2019.0,139,1
278,60.00020739805586,unknown,3,0.5374332554283513,unknown,0.0,2021.0,72,0
279,5478.771001593553,male,43,0.6910303369320828,A,0.0,2022.0,322,0
280,15689.871378333455,male,27,0.0525518352828896,C,1.0,2022.0,294,0
281,11961.967478788883,female,44,0.5614087378215888,unknown,1.0,2018.0,119,0
282,9138.0910476811,male,26,0.2549889618917829,D,0.0,2019.0,126,1
283,13284.040584508251,male,5,0.2391234966001457,D,0.0,2022.0,101,0
284,4204.525802043614,unknown,10,0.7897259296955345,A,0.0,2022.0,229,1
285,1961.4019404702597,unknown,20,0.3291001486756373,C,1.0,2021.0,90,0
286,11557.085617690673,female,16,0.6376383569039152,unknown,0.0,2018.0,362,0
287,11167.818292204429,unknown,30,0.6428733700148388,A,0.0,2019.0,137,1
288,11274.88700434892,unknown,33,0.0480879362915257,B,1.0,2018.0,361,0
289,15254.281359819215,male,12,0.0725588503404963,unknown,0.0,2018.0,145,0
290,13491.976584380998,male,22,0.6553632525265715,C,1.0,2020.0,356,1
291,4559.88873102731,female,0,0.9531510766999532,unknown,0.0,2018.0,363,1
292,15322.236975463047,female,3,0.9985031135900024,unknown,0.0,2019.0,369,1
293,1134.3317425095956,male,30,0.3515802133679014,unknown,0.0,2018.0,174,0
294,9510.59968791488,male,46,0.241810251921219,C,0.0,2019.0,50,0
295,5437.666463743215,unknown,42,0.3258268296965062,A,0.0,2020.0,320,1
296,15997.862096682353,female,2,0.2768536448369533,D,0.0,2019.0,35,1
297,5845.075483815268,male,11,0.5767962113430665,D,1.0,2019.0,196,1
298,7835.086191089707,unknown,11,0.3687854969818188,B,1.0,2021.0,203,1
299,7008.681089165189,female,10,0.2315299072500296,A,0.0,2018.0,207,1
300,2309.60704969086,female,15,0.6125449217724704,unknown,1.0,2019.0,132,0
301,5530.898697758359,unknown,28,0.3230676663478463,D,1.0,2020.0,207,1
302,6796.633129724036,unknown,20,0.3536401600940554,unknown,1.0,2019.0,130,0
303,3506.6352134649605,male,43,0.1182185602655849,A,0.0,2020.0,374,0
304,13224.488605119228,unknown,41,0.7742491527392354,C,0.0,2019.0,272,1
305,13180.03165649652,female,42,0.9654344107708936,B,0.0,2021.0,266,0
306,15316.5756051522,female,49,0.4908265816516612,C,1.0,2019.0,45,0
307,3287.5503486246944,unknown,4,0.5598589200933323,A,0.0,2018.0,62,0
308,14623.73117977544,male,11,0.1329445110979199,unknown,1.0,2020.0,129,0
309,16655.189222136498,unknown,16,0.8135218605058179,B,0.0,2020.0,26,0
310,10462.217385574946,female,0,0.650425828541997,unknown,0.0,2019.0,283,1
311,9748.11763926166,female,7,0.7914962726227429,A,1.0,2020.0,349,0
312,2989.22861715247,male,15,0.9504595765288798,A,1.0,2020.0,60,0
313,14791.942874022894,unknown,14,0.4961523106894107,unknown,0.0,2022.0,125,0
314,7928.585912502787,unknown,18,0.2883303624842108,unknown,0.0,2021.0,201,1
315,9852.2675774021,female,30,0.8445705061957617,B,0.0,2019.0,274,0
316,775.9351629443918,unknown,41,0.6862552354176131,B,0.0,2019.0,314,0
317,6348.449241834775,male,1,0.849001603880001,A,0.0,2018.0,308,0
318,12042.466165164313,female,24,0.7303273105093909,D,1.0,2021.0,209,1
319,12078.203391263844,unknown,3,0.5706810332125372,C,0.0,2019.0,145,0
320,13527.31123140123,female,3,0.380473413202119,C,0.0,2022.0,84,0
321,6295.417387108836,unknown,11,0.6805204802049846,C,1.0,2018.0,290,0
322,7681.823737093877,male,16,0.0691143492329139,unknown,0.0,2021.0,359,0
323,9364.657934985398,unknown,20,0.498390710081955,D,0.0,2019.0,177,1
324,13480.745295448703,unknown,28,0.7734005092954401,D,0.0,2021.0,374,1
325,8946.558828068679,female,21,0.1689638501963107,B,1.0,2019.0,167,1
326,1985.062806870058,male,35,0.4004070944367379,D,0.0,2018.0,358,0
327,9108.177078947198,male,39,0.3502866995066858,C,0.0,2019.0,369,1
328,13299.71702935917,unknown,15,0.3349690349329954,C,0.0,2018.0,56,1
329,16106.58740268234,male,14,0.6506265890801969,unknown,1.0,2019.0,297,1
330,3313.0149562031584,female,45,0.7973153048294542,A,0.0,2019.0,290,0
331,8171.331643832213,unknown,10,0.0578494058027732,B,1.0,2019.0,200,0
332,12137.757164601411,male,12,0.4539092327286983,A,0.0,2018.0,335,1
333,13897.96641170772,unknown,22,0.0139987216302471,B,0.0,2019.0,82,1
334,12281.82214250415,male,39,0.2208598145430222,D,0.0,2022.0,66,0
335,8867.766078783134,female,40,0.7753758700131032,B,0.0,2019.0,93,1
336,13863.319433990202,unknown,33,0.1060509304944612,unknown,0.0,2020.0,151,1
337,10830.92082793362,unknown,1,0.401438424420296,D,1.0,2018.0,256,1
338,13374.043353580306,female,7,0.7769416245531395,D,0.0,2021.0,177,1
339,12594.861131516049,unknown,17,0.6380228763799709,B,0.0,2018.0,73,1
340,12695.92736601373,unknown,6,0.7817552802488359,D,1.0,2019.0,350,1
341,12582.617471290772,female,42,0.0495484285257669,C,0.0,2021.0,125,0
342,5280.877552183163,unknown,30,0.5637257079286072,C,0.0,2020.0,54,1
343,10079.008974684211,unknown,21,0.4532926653399221,C,0.0,2018.0,183,0
344,5908.395437010737,female,27,0.8960213292888373,B,1.0,2021.0,103,1
345,8697.366746411502,male,24,0.7373393157520229,A,0.0,2018.0,149,0
346,4740.220314981134,unknown,0,0.4243410483565139,B,0.0,2022.0,342,0
347,11552.350178583794,female,31,0.5538491304285695,unknown,1.0,2022.0,277,1
348,1156.8171376872342,unknown,24,0.4248333124131186,D,0.0,2021.0,362,0
349,12777.765366738096,unknown,47,0.4411469507868499,C,0.0,2022.0,281,1
350,18559.7183983489,unknown,28,0.2165347882421352,B,1.0,2021.0,127,1
351,9079.299315904547,unknown,41,0.3331838524538607,D,0.0,2019.0,367,1
352,9077.96486262108,unknown,23,0.2791589280594491,B,1.0,2021.0,77,1
353,13071.395271382333,unknown,16,0.8008024032785694,C,1.0,2019.0,127,0
354,9340.782784397015,female,41,0.9419435103574836,D,0.0,2022.0,395,0
